,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bedroom_to_room_ratio,near_water
13012,-121.25,38.71,14.0,3713.0,637.0,1845.0,635.0,4.3009,143400.0,INLAND,0.17155938594128736,0
13013,-121.26,38.7,9.0,7812.0,1348.0,3275.0,1178.0,4.3826,146600.0,INLAND,0.17255504352278545,0
13014,-121.17,38.69,5.0,7138.0,1227.0,2623.0,1139.0,5.6902,243200.0,INLAND,0.1718968898851219,0
13015,-121.19,38.71,11.0,4415.0,,1520.0,627.0,3.2321,390800.0,INLAND,,0
13016,-121.18,38.69,7.0,7104.0,970.0,2772.0,920.0,6.3528,274500.0,INLAND,0.1365427927927928,0
13017,-121.2,38.7,28.0,2970.0,471.0,1379.0,463.0,4.3214,131700.0,INLAND,0.15858585858585858,0
13018,-121.2,38.69,26.0,3077.0,607.0,1603.0,595.0,2.7174,137500.0,INLAND,0.1972700682482938,0
13019,-121.22,38.68,10.0,6262.0,1278.0,2954.0,1169.0,3.4506,139000.0,INLAND,0.20408815075055892,0
13020,-121.22,38.71,23.0,1843.0,273.0,818.0,276.0,4.4695,214700.0,INLAND,0.14812805208898536,0
13021,-121.23,38.71,18.0,4947.0,714.0,2227.0,675.0,4.8542,170500.0,INLAND,0.14432989690721648,0
13022,-121.23,38.69,19.0,5268.0,849.0,2357.0,849.0,3.9226,148700.0,INLAND,0.1611617312072893,0
13023,-121.23,38.67,27.0,5266.0,971.0,2432.0,948.0,3.8954,133000.0,INLAND,0.18439042916824916,0
13024,-121.24,38.67,28.0,3558.0,589.0,1742.0,581.0,4.0182,131700.0,INLAND,0.16554243957279371,0
13025,-121.2,38.68,9.0,2200.0,422.0,938.0,369.0,3.4896,143800.0,INLAND,0.1918181818181818,0
13026,-121.21,38.67,11.0,5500.0,956.0,2827.0,946.0,4.1071,145800.0,INLAND,0.17381818181818182,0
13027,-121.22,38.67,20.0,1412.0,226.0,700.0,227.0,4.05,130700.0,INLAND,0.16005665722379603,0
13028,-121.21,38.67,19.0,2987.0,626.0,1610.0,605.0,3.0533,112100.0,INLAND,0.20957482423836626,0
13029,-121.19,38.67,16.0,1754.0,284.0,773.0,277.0,4.817,147000.0,INLAND,0.1619156214367161,0
13030,-121.2,38.67,26.0,1546.0,287.0,773.0,299.0,2.9803,115400.0,INLAND,0.18564036222509703,0
13031,-121.2,38.67,10.0,3875.0,668.0,1632.0,593.0,4.6902,171000.0,INLAND,0.17238709677419356,0
13032,-121.19,38.66,26.0,1937.0,286.0,769.0,274.0,6.1185,179200.0,INLAND,0.1476510067114094,0
13033,-121.2,38.66,17.0,1605.0,217.0,732.0,241.0,5.47,204800.0,INLAND,0.135202492211838,0
13034,-121.15,38.69,52.0,240.0,44.0,6675.0,29.0,6.1359,225000.0,INLAND,0.18333333333333332,0
13035,-121.17,38.71,15.0,3084.0,557.0,1040.0,562.0,2.5183,293300.0,INLAND,0.18060959792477302,0
13036,-121.17,38.68,37.0,1252.0,267.0,686.0,256.0,3.0,121900.0,INLAND,0.213258785942492,0
13037,-121.18,38.67,42.0,2101.0,480.0,945.0,426.0,2.3333,116000.0,INLAND,0.2284626368396002,0
13038,-121.16,38.67,21.0,6198.0,1223.0,2827.0,1179.0,3.7796,159000.0,INLAND,0.1973217166828009,0
13039,-121.15,38.68,6.0,9798.0,1551.0,4583.0,1494.0,5.0159,189600.0,INLAND,0.15829761175750154,0
13040,-121.16,38.68,21.0,3517.0,667.0,1687.0,655.0,3.1161,131600.0,INLAND,0.18965027011657662,0
13041,-121.13,38.66,2.0,12360.0,1747.0,4438.0,1470.0,6.2503,222500.0,INLAND,0.1413430420711974,0
13042,-121.13,38.55,8.0,530.0,109.0,398.0,96.0,4.2031,212500.0,INLAND,0.20566037735849058,0
13043,-121.06,38.51,6.0,6873.0,959.0,2354.0,931.0,6.8869,263100.0,INLAND,0.13953150007274845,0
13044,-121.13,38.47,16.0,2574.0,441.0,1041.0,428.0,3.6645,203400.0,INLAND,0.17132867132867133,0
13045,-121.24,38.63,4.0,11021.0,1565.0,3857.0,1494.0,7.2582,273200.0,INLAND,0.14200163324562198,0
13046,-121.22,38.58,25.0,394.0,94.0,155.0,83.0,2.233,55000.0,INLAND,0.23857868020304568,0
13047,-121.28,38.55,35.0,7088.0,1279.0,4885.0,1272.0,2.6981,112500.0,INLAND,0.18044582392776523,0
13048,-121.31,38.59,35.0,3295.0,560.0,1454.0,536.0,3.1711,101900.0,INLAND,0.16995447647951442,0
13049,-121.32,38.59,21.0,9774.0,1777.0,4674.0,1712.0,3.6817,136100.0,INLAND,0.18180888070390833,0
13050,-121.32,38.59,24.0,4378.0,910.0,2149.0,812.0,2.5035,123700.0,INLAND,0.20785746916400183,0
13051,-121.29,38.61,17.0,13553.0,2474.0,6544.0,2359.0,3.9727,132700.0,INLAND,0.18254261049214196,0
13052,-121.3,38.61,25.0,2707.0,464.0,1423.0,490.0,4.3235,116900.0,INLAND,0.17140746213520502,0
13053,-121.3,38.6,32.0,9534.0,1819.0,4951.0,1710.0,3.3926,103400.0,INLAND,0.1907908537864485,0
13054,-121.27,38.62,13.0,2321.0,539.0,1066.0,497.0,2.7652,95600.0,INLAND,0.23222748815165878,0
13055,-121.28,38.61,22.0,2938.0,619.0,1501.0,561.0,2.7356,96100.0,INLAND,0.21068754254594962,0
13056,-121.28,38.61,23.0,2547.0,504.0,1235.0,469.0,2.4722,103300.0,INLAND,0.1978798586572438,0
13057,-121.29,38.61,26.0,1814.0,299.0,963.0,317.0,4.4519,110500.0,INLAND,0.16482910694597575,0
13058,-121.27,38.61,17.0,6663.0,1369.0,2840.0,1299.0,2.9452,115600.0,INLAND,0.2054630046525589,0
13059,-121.28,38.6,25.0,1122.0,198.0,564.0,213.0,3.1654,111600.0,INLAND,0.17647058823529413,0
13060,-121.28,38.6,17.0,1671.0,378.0,848.0,351.0,3.1194,112500.0,INLAND,0.22621184919210055,0
13061,-121.29,38.6,29.0,1276.0,225.0,600.0,223.0,4.0938,109100.0,INLAND,0.17633228840125392,0
13062,-121.32,38.57,15.0,3369.0,499.0,1733.0,470.0,5.31,127500.0,INLAND,0.1481151677055506,0
13063,-121.33,38.56,17.0,3608.0,682.0,1694.0,666.0,3.311,109400.0,INLAND,0.18902439024390244,0
13064,-121.32,38.57,25.0,692.0,146.0,504.0,167.0,3.6897,101100.0,INLAND,0.21098265895953758,0
13065,-121.32,38.56,18.0,1169.0,186.0,614.0,192.0,4.5766,108700.0,INLAND,0.15911035072711718,0
13066,-121.32,38.54,13.0,4715.0,1090.0,2420.0,1059.0,2.9693,104400.0,INLAND,0.23117709437963946,0
13067,-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,165000.0,INLAND,0.16964285714285715,0
13068,-121.3,38.58,19.0,2653.0,680.0,1419.0,579.0,2.3787,91300.0,INLAND,0.25631360723709007,0
13069,-121.3,38.58,16.0,1537.0,,1125.0,375.0,2.6471,90700.0,INLAND,,0
13070,-121.31,38.58,10.0,2421.0,580.0,962.0,497.0,2.5035,112500.0,INLAND,0.2395704254440314,0
13071,-121.31,38.57,9.0,2748.0,521.0,1663.0,565.0,3.5192,113300.0,INLAND,0.1895924308588064,0
13072,-121.31,38.57,22.0,1229.0,253.0,733.0,250.0,2.5,101600.0,INLAND,0.20585842148087877,0
13073,-121.33,38.57,17.0,1621.0,350.0,706.0,338.0,2.3684,150000.0,INLAND,0.215916101172116,0
13074,-121.28,38.59,3.0,4188.0,1136.0,2081.0,995.0,3.0481,92500.0,INLAND,0.271251193887297,0
13075,-121.29,38.59,19.0,2460.0,470.0,1346.0,480.0,3.6563,95600.0,INLAND,0.1910569105691057,0
13076,-121.3,38.59,25.0,3002.0,718.0,1660.0,613.0,2.1116,89600.0,INLAND,0.23917388407728182,0
13077,-121.3,38.58,29.0,2748.0,563.0,1619.0,525.0,2.8966,92400.0,INLAND,0.20487627365356623,0
13078,-121.34,38.56,12.0,2975.0,628.0,1440.0,593.0,2.9896,118600.0,INLAND,0.2110924369747899,0
13079,-121.34,38.55,11.0,2838.0,498.0,1701.0,504.0,4.1447,114000.0,INLAND,0.17547568710359407,0
13080,-121.35,38.54,12.0,16239.0,3358.0,8656.0,3234.0,3.5691,116300.0,INLAND,0.2067861321509945,0
13081,-121.37,38.56,19.0,6308.0,1167.0,3012.0,1112.0,2.9464,113500.0,INLAND,0.18500317057704502,0
13082,-121.37,38.57,16.0,3895.0,896.0,1762.0,855.0,2.6635,135800.0,INLAND,0.2300385109114249,0
13083,-121.37,38.56,18.0,2129.0,363.0,815.0,347.0,2.7679,118000.0,INLAND,0.17050258337247534,0
13084,-121.36,38.57,26.0,1793.0,244.0,653.0,235.0,5.6485,129500.0,INLAND,0.13608477412158393,0
13085,-121.35,38.56,16.0,2629.0,491.0,1265.0,485.0,4.5066,140200.0,INLAND,0.18676302776721188,0
13086,-121.34,38.58,17.0,1605.0,258.0,748.0,262.0,5.0917,134100.0,INLAND,0.16074766355140188,0
13087,-121.34,38.57,14.0,5737.0,1008.0,2731.0,983.0,4.4602,134500.0,INLAND,0.17570158619487536,0
13088,-121.35,38.55,18.0,4481.0,780.0,2211.0,775.0,3.9934,123300.0,INLAND,0.1740682883284981,0
13089,-121.35,38.55,22.0,2607.0,411.0,1216.0,407.0,5.0427,126900.0,INLAND,0.15765247410817032,0
13090,-121.36,38.55,33.0,1191.0,198.0,554.0,191.0,2.8021,118800.0,INLAND,0.16624685138539042,0
13091,-121.35,38.56,16.0,2278.0,370.0,1203.0,371.0,5.0622,132400.0,INLAND,0.16242317822651448,0
13092,-121.36,38.56,17.0,6225.0,938.0,3064.0,947.0,5.2881,138000.0,INLAND,0.15068273092369477,0
13093,-121.37,38.55,21.0,2713.0,432.0,1287.0,440.0,4.5815,125500.0,INLAND,0.15923332104681165,0
13094,-121.36,38.56,20.0,1232.0,332.0,667.0,288.0,1.8288,32500.0,INLAND,0.2694805194805195,0
13095,-121.37,38.56,27.0,1827.0,509.0,852.0,450.0,2.0901,52500.0,INLAND,0.27859879584017516,0
13096,-121.3,38.51,19.0,822.0,134.0,457.0,133.0,4.15,157500.0,INLAND,0.1630170316301703,0
13097,-121.35,38.51,29.0,2337.0,391.0,1054.0,352.0,4.2206,157700.0,INLAND,0.16730851519041506,0
13098,-121.4,38.47,4.0,20982.0,3392.0,10329.0,3086.0,4.3658,130600.0,INLAND,0.1616623772757602,0
13099,-121.38,38.47,4.0,14418.0,2282.0,6578.0,2140.0,4.5604,145900.0,INLAND,0.158274379248162,0
13100,-121.39,38.43,3.0,2696.0,384.0,990.0,316.0,5.4445,237600.0,INLAND,0.142433234421365,0
13101,-121.27,38.44,19.0,2780.0,414.0,1320.0,404.0,5.8831,209900.0,INLAND,0.14892086330935253,0
13102,-121.35,38.46,2.0,6992.0,1132.0,2816.0,984.0,4.3879,144400.0,INLAND,0.16189931350114417,0
13103,-121.34,38.44,14.0,3205.0,465.0,1439.0,456.0,5.7452,240900.0,INLAND,0.14508580343213728,0
13104,-121.32,38.41,17.0,4401.0,655.0,1970.0,639.0,5.8239,247500.0,INLAND,0.14882981140649854,0
13105,-121.36,38.42,6.0,3254.0,465.0,1168.0,345.0,5.1811,188400.0,INLAND,0.14290104486785496,0
13106,-121.37,38.41,14.0,3727.0,685.0,1741.0,646.0,3.5625,125700.0,INLAND,0.1837939361416689,0
13107,-121.37,38.42,18.0,2643.0,502.0,1755.0,541.0,3.3281,91200.0,INLAND,0.18993567915247825,0
13108,-121.38,38.41,7.0,6091.0,921.0,2916.0,886.0,4.7557,150400.0,INLAND,0.15120669840748646,0
13109,-121.38,38.41,10.0,3425.0,629.0,1538.0,587.0,4.45,138700.0,INLAND,0.18364963503649634,0
13110,-121.38,38.4,15.0,4155.0,637.0,1722.0,616.0,4.8831,154400.0,INLAND,0.153309265944645,0
13111,-121.37,38.39,15.0,1883.0,254.0,893.0,256.0,6.2575,143500.0,INLAND,0.13489113117365906,0
13112,-121.35,38.4,11.0,2322.0,459.0,1373.0,424.0,3.175,94400.0,INLAND,0.19767441860465115,0
13113,-121.36,38.4,18.0,4813.0,849.0,2333.0,843.0,4.175,144400.0,INLAND,0.17639725742779971,0
13114,-121.36,38.39,10.0,5121.0,763.0,2568.0,758.0,5.2447,148100.0,INLAND,0.14899433704354617,0
13115,-121.13,38.37,10.0,1034.0,153.0,478.0,155.0,7.0326,241100.0,INLAND,0.14796905222437137,0
13116,-121.2,38.36,14.0,2634.0,463.0,1402.0,432.0,3.8897,175700.0,INLAND,0.17577828397873957,0
13117,-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,213800.0,INLAND,0.16610169491525423,0
13118,-121.22,38.43,20.0,2054.0,339.0,934.0,336.0,4.5368,219300.0,INLAND,0.16504381694255113,0
13119,-121.29,38.36,17.0,2193.0,386.0,1148.0,372.0,4.5272,191700.0,INLAND,0.17601459188326493,0
13120,-121.27,38.31,17.0,1144.0,202.0,626.0,178.0,4.4107,151600.0,INLAND,0.17657342657342656,0
13121,-121.1,38.33,14.0,1357.0,247.0,695.0,224.0,4.1974,157800.0,INLAND,0.18201915991156964,0
13122,-121.2,38.28,20.0,1732.0,307.0,999.0,305.0,3.9808,160200.0,INLAND,0.17725173210161663,0
13123,-121.26,38.27,20.0,1314.0,229.0,712.0,219.0,4.4125,144600.0,INLAND,0.17427701674277016,0
13124,-121.29,38.28,11.0,1554.0,260.0,793.0,233.0,4.8073,156700.0,INLAND,0.16731016731016732,0
13125,-121.35,38.28,17.0,2756.0,557.0,1986.0,530.0,3.2234,82000.0,INLAND,0.2021044992743106,0
13126,-121.33,38.28,14.0,980.0,171.0,659.0,183.0,4.4306,170100.0,INLAND,0.17448979591836736,0
13127,-121.31,38.28,16.0,1708.0,391.0,687.0,378.0,1.9485,155400.0,INLAND,0.22892271662763466,0
13128,-121.3,38.26,19.0,1403.0,276.0,901.0,290.0,3.215,104600.0,INLAND,0.19672131147540983,0
13129,-121.31,38.26,22.0,1768.0,396.0,1005.0,420.0,1.8846,88300.0,INLAND,0.2239819004524887,0
13130,-121.32,38.26,4.0,6125.0,1063.0,3077.0,953.0,4.1179,134600.0,INLAND,0.17355102040816325,0
13131,-121.3,38.25,27.0,2475.0,548.0,1703.0,517.0,2.5727,86100.0,INLAND,0.22141414141414142,0
13132,-121.48,38.46,8.0,10505.0,1777.0,6002.0,1694.0,4.0516,121200.0,INLAND,0.16915754402665398,0
13133,-121.42,38.47,11.0,5665.0,1507.0,3422.0,1299.0,2.3343,97800.0,INLAND,0.26601941747572816,0
13134,-121.43,38.46,18.0,1378.0,235.0,818.0,262.0,4.0625,100300.0,INLAND,0.17053701015965167,0
13135,-121.43,38.47,21.0,1787.0,291.0,988.0,301.0,4.35,96200.0,INLAND,0.16284275321768327,0
13136,-121.44,38.47,16.0,1215.0,223.0,787.0,233.0,4.1597,95900.0,INLAND,0.18353909465020576,0
13137,-121.44,38.47,5.0,5666.0,1178.0,3139.0,1131.0,3.3608,108900.0,INLAND,0.20790681256618426,0
13138,-121.44,38.46,10.0,4446.0,897.0,2499.0,884.0,3.5461,103600.0,INLAND,0.20175438596491227,0
13139,-121.44,38.43,3.0,39320.0,6210.0,16305.0,5358.0,4.9516,153700.0,INLAND,0.1579348931841302,0
13140,-121.41,38.34,24.0,1605.0,277.0,1966.0,250.0,3.0833,162500.0,INLAND,0.17258566978193146,0
13141,-121.45,38.37,32.0,1441.0,261.0,629.0,249.0,4.4519,137500.0,INLAND,0.18112421929215822,0
13142,-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.0048,72900.0,INLAND,0.2103960396039604,0
13143,-121.54,38.29,47.0,1396.0,254.0,630.0,218.0,2.8616,92500.0,INLAND,0.1819484240687679,0
13144,-121.56,38.26,43.0,1906.0,327.0,996.0,314.0,2.9744,136800.0,INLAND,0.17156348373557187,0
13145,-121.51,38.26,52.0,910.0,212.0,429.0,212.0,1.6458,52800.0,INLAND,0.23296703296703297,0
13146,-121.57,38.19,36.0,1395.0,264.0,700.0,244.0,2.4353,162500.0,INLAND,0.18924731182795698,0
13147,-121.7,38.1,19.0,4896.0,1083.0,2150.0,905.0,3.3398,89700.0,INLAND,0.22120098039215685,0
13148,-121.29,36.9,17.0,3610.0,593.0,1734.0,559.0,5.8324,374200.0,INLAND,0.16426592797783934,0
13149,-121.37,36.89,21.0,2471.0,473.0,1753.0,451.0,4.025,293800.0,INLAND,0.1914204775394577,0
13150,-121.47,36.92,27.0,2049.0,417.0,1230.0,336.0,4.6477,265900.0,INLAND,0.20351390922401172,0
13151,-121.53,36.85,23.0,3359.0,725.0,1862.0,651.0,2.6719,193600.0,INLAND,0.21583804703780887,0
13152,-121.51,36.86,36.0,1019.0,168.0,602.0,169.0,2.625,210000.0,INLAND,0.1648675171736997,0
13153,-121.6,36.88,21.0,3416.0,624.0,1862.0,595.0,4.7813,241500.0,<1H OCEAN,0.18266978922716628,1
13154,-121.5,36.81,20.0,1345.0,230.0,731.0,217.0,4.2333,363300.0,INLAND,0.17100371747211895,0
13155,-121.45,36.86,11.0,1613.0,335.0,1617.0,342.0,3.1375,146200.0,INLAND,0.20768753874767515,0
13156,-121.42,36.86,41.0,440.0,106.0,389.0,94.0,2.6818,225000.0,INLAND,0.2409090909090909,0
13157,-121.41,36.85,11.0,1708.0,394.0,1474.0,372.0,2.8839,145900.0,INLAND,0.2306791569086651,0
13158,-121.4,36.85,50.0,2666.0,613.0,1768.0,555.0,2.6598,157300.0,INLAND,0.22993248312078018,0
13159,-121.4,36.84,52.0,1860.0,400.0,1215.0,367.0,2.9554,136500.0,INLAND,0.21505376344086022,0
13160,-121.4,36.84,40.0,2352.0,536.0,1430.0,535.0,3.0912,155300.0,INLAND,0.22789115646258504,0
13161,-121.41,36.84,23.0,1771.0,356.0,1105.0,338.0,3.7049,192200.0,INLAND,0.2010163749294184,0
13162,-121.4,36.86,36.0,1256.0,270.0,910.0,255.0,1.9405,145400.0,INLAND,0.21496815286624205,0
13163,-121.38,36.85,13.0,4115.0,782.0,2903.0,747.0,3.7316,192400.0,INLAND,0.19003645200486027,0
13164,-121.38,36.84,6.0,3769.0,669.0,2061.0,648.0,4.1875,217600.0,INLAND,0.17750066330591668,0
13165,-121.37,36.84,11.0,1996.0,382.0,1023.0,358.0,3.5714,243000.0,INLAND,0.19138276553106212,0
13166,-121.38,36.84,17.0,2625.0,512.0,1487.0,481.0,3.6354,221200.0,INLAND,0.19504761904761905,0
13167,-121.37,36.83,14.0,3658.0,612.0,1951.0,600.0,4.76,216000.0,INLAND,0.16730453799890652,0
13168,-121.4,36.83,11.0,3701.0,739.0,1749.0,654.0,3.067,207900.0,INLAND,0.19967576330721426,0
13169,-121.44,36.84,7.0,1644.0,338.0,1143.0,331.0,4.005,180400.0,INLAND,0.20559610705596107,0
13170,-121.42,36.85,7.0,1626.0,325.0,677.0,304.0,2.3125,170800.0,INLAND,0.1998769987699877,0
13171,-121.32,36.79,30.0,516.0,90.0,288.0,95.0,3.6333,202500.0,INLAND,0.1744186046511628,0
13172,-121.36,36.81,7.0,4609.0,741.0,1660.0,720.0,5.0871,290500.0,INLAND,0.16077240182252114,0
13173,-121.34,36.76,15.0,2638.0,429.0,1289.0,357.0,4.1528,336800.0,INLAND,0.1626231993934799,0
13174,-121.06,36.72,23.0,395.0,70.0,166.0,52.0,2.2132,100000.0,INLAND,0.17721518987341772,0
13175,-120.95,36.47,52.0,1691.0,301.0,618.0,239.0,3.2292,225000.0,<1H OCEAN,0.17800118273211119,1
13176,-117.75,34.01,4.0,22128.0,3522.0,10450.0,3258.0,6.1287,289600.0,<1H OCEAN,0.1591648590021692,1
13177,-117.78,33.97,2.0,556.0,63.0,179.0,54.0,8.4411,500001.0,<1H OCEAN,0.11330935251798561,1
13178,-117.72,33.99,14.0,5622.0,861.0,3108.0,821.0,5.7763,206700.0,INLAND,0.15314834578441835,0
13179,-117.76,33.98,3.0,9662.0,1385.0,2497.0,856.0,6.7172,292400.0,<1H OCEAN,0.14334506313392673,1
13180,-117.74,33.97,4.0,9755.0,1748.0,4662.0,1583.0,5.6501,254900.0,<1H OCEAN,0.17919015889287546,1
13181,-117.72,33.97,16.0,13290.0,2062.0,6931.0,2023.0,5.228,187800.0,<1H OCEAN,0.15515425131677954,1
13182,-117.71,33.97,10.0,10856.0,2278.0,6474.0,2199.0,3.851,137200.0,INLAND,0.20983787767133383,0
13183,-117.7,33.92,4.0,8301.0,1333.0,3941.0,1236.0,6.2141,252200.0,<1H OCEAN,0.1605830622816528,1
13184,-117.75,33.95,13.0,984.0,127.0,364.0,119.0,7.5839,426900.0,<1H OCEAN,0.1290650406504065,1
13185,-117.76,33.94,40.0,1092.0,213.0,457.0,190.0,5.1165,184200.0,<1H OCEAN,0.19505494505494506,1
13186,-117.69,34.09,28.0,1437.0,295.0,724.0,262.0,2.725,140200.0,INLAND,0.20528879610299233,0
13187,-117.7,34.08,10.0,1979.0,454.0,1117.0,389.0,3.7802,107300.0,INLAND,0.2294087923193532,0
13188,-117.7,34.09,25.0,1719.0,331.0,1098.0,324.0,3.625,121800.0,INLAND,0.19255381035485747,0
13189,-117.71,34.08,29.0,1276.0,283.0,1216.0,316.0,2.5972,134300.0,INLAND,0.22178683385579936,0
13190,-117.71,34.07,31.0,1840.0,380.0,1187.0,357.0,3.8875,129200.0,INLAND,0.20652173913043478,0
13191,-117.69,34.08,30.0,4255.0,773.0,2129.0,730.0,4.5185,142500.0,INLAND,0.181668625146886,0
13192,-117.69,34.07,35.0,3222.0,559.0,1970.0,550.0,3.7083,131000.0,INLAND,0.1734947237740534,0
13193,-117.69,34.07,34.0,4055.0,739.0,2470.0,753.0,3.8586,136000.0,INLAND,0.18224414303329223,0
13194,-117.69,34.08,14.0,4136.0,886.0,2026.0,788.0,3.2344,128200.0,INLAND,0.2142166344294004,0
13195,-117.71,34.07,24.0,1948.0,362.0,1286.0,364.0,3.6,139300.0,INLAND,0.18583162217659138,0
13196,-117.7,34.08,33.0,4674.0,791.0,2769.0,784.0,4.1448,137300.0,INLAND,0.16923406076166025,0
13197,-117.7,34.07,33.0,1552.0,288.0,1326.0,303.0,3.7969,128400.0,INLAND,0.18556701030927836,0
13198,-117.69,34.06,29.0,873.0,226.0,649.0,198.0,2.7986,114400.0,INLAND,0.2588774341351661,0
13199,-117.69,34.06,25.0,1881.0,433.0,1337.0,417.0,2.5536,144000.0,INLAND,0.2301967038809144,0
13200,-117.7,34.06,25.0,2054.0,609.0,2271.0,564.0,2.3049,150000.0,INLAND,0.2964946445959104,0
13201,-117.7,34.06,7.0,732.0,145.0,431.0,132.0,2.9107,95300.0,INLAND,0.19808743169398907,0
13202,-117.71,34.06,27.0,2127.0,628.0,1970.0,534.0,1.4722,91300.0,INLAND,0.2952515279736718,0
13203,-117.68,34.05,25.0,1859.0,463.0,1070.0,374.0,2.5395,187500.0,INLAND,0.2490586336740183,0
13204,-117.69,34.05,10.0,1875.0,366.0,1055.0,363.0,4.3264,128900.0,INLAND,0.1952,0
13205,-117.7,34.05,24.0,2834.0,470.0,1815.0,471.0,4.7357,162500.0,INLAND,0.16584333098094567,0
13206,-117.71,34.06,16.0,1458.0,295.0,912.0,331.0,3.625,160400.0,INLAND,0.20233196159122085,0
13207,-117.71,34.05,20.0,2281.0,444.0,1545.0,481.0,2.5735,130500.0,INLAND,0.19465146865409907,0
13208,-117.72,34.05,31.0,2220.0,526.0,1662.0,472.0,2.7321,104300.0,INLAND,0.23693693693693693,0
13209,-117.72,34.05,8.0,1841.0,409.0,1243.0,394.0,4.0614,107000.0,INLAND,0.22216186854970124,0
13210,-117.69,34.04,5.0,4459.0,896.0,2028.0,881.0,4.0096,182600.0,INLAND,0.20094191522762953,0
13211,-117.7,34.04,13.0,5301.0,1025.0,2870.0,984.0,3.5954,163000.0,INLAND,0.19335974344463308,0
13212,-117.71,34.04,20.0,1950.0,310.0,1054.0,312.0,4.625,222100.0,INLAND,0.15897435897435896,0
13213,-117.71,34.04,17.0,4098.0,733.0,1859.0,713.0,2.9811,231800.0,INLAND,0.17886774036115177,0
13214,-117.72,34.03,17.0,2902.0,476.0,1652.0,479.0,5.6029,161800.0,INLAND,0.1640248104755341,0
13215,-117.72,34.02,17.0,1781.0,262.0,860.0,256.0,6.5958,236800.0,INLAND,0.14710836608646827,0
13216,-117.73,34.01,36.0,2340.0,392.0,1213.0,388.0,4.125,213000.0,INLAND,0.1675213675213675,0
13217,-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5.4824,179700.0,INLAND,0.1581480632592253,0
13218,-117.68,34.0,5.0,3761.0,580.0,2335.0,648.0,5.7338,225400.0,INLAND,0.15421430470619515,0
13219,-117.69,34.0,28.0,707.0,154.0,561.0,129.0,2.5781,111600.0,INLAND,0.21782178217821782,0
13220,-117.7,34.0,15.0,4905.0,711.0,2711.0,762.0,5.7021,193100.0,INLAND,0.14495412844036698,0
13221,-117.71,34.02,17.0,12689.0,2426.0,7343.0,2230.0,3.6361,157700.0,INLAND,0.19118921900859012,0
13222,-117.71,34.03,11.0,3467.0,749.0,2163.0,676.0,3.4267,164400.0,INLAND,0.21603691952696857,0
13223,-117.67,34.03,20.0,8561.0,1411.0,4861.0,1450.0,4.7056,165500.0,INLAND,0.16481719425300784,0
13224,-117.68,34.03,16.0,2859.0,668.0,1946.0,591.0,3.0396,124300.0,INLAND,0.2336481287163344,0
13225,-117.69,34.03,20.0,6374.0,1412.0,3690.0,1350.0,3.4184,162500.0,INLAND,0.2215249450894258,0
13226,-117.68,34.01,20.0,7326.0,1555.0,5718.0,1538.0,3.2073,123500.0,INLAND,0.21225771225771226,0
13227,-117.69,34.01,30.0,2598.0,573.0,2170.0,518.0,2.3,95600.0,INLAND,0.22055427251732102,0
13228,-117.68,34.15,24.0,1033.0,189.0,486.0,204.0,4.1719,213500.0,INLAND,0.1829622458857696,0
13229,-117.66,34.15,25.0,3430.0,485.0,1284.0,438.0,8.5282,360100.0,INLAND,0.141399416909621,0
13230,-117.64,34.15,16.0,2896.0,404.0,1165.0,379.0,6.4559,392900.0,INLAND,0.13950276243093923,0
13231,-117.68,34.15,4.0,4082.0,578.0,1996.0,580.0,6.7813,286300.0,INLAND,0.14159725624693778,0
13232,-117.68,34.14,4.0,4791.0,695.0,1871.0,659.0,6.9532,277000.0,INLAND,0.14506366103109997,0
13233,-117.66,34.14,11.0,3628.0,469.0,1488.0,463.0,7.0844,325000.0,INLAND,0.1292723263506064,0
13234,-117.66,34.14,8.0,1692.0,253.0,857.0,251.0,6.9418,310500.0,INLAND,0.1495271867612293,0
13235,-117.66,34.15,20.0,2524.0,311.0,965.0,285.0,8.0103,395500.0,INLAND,0.12321711568938193,0
13236,-117.65,34.14,16.0,2196.0,287.0,949.0,289.0,8.6573,354000.0,INLAND,0.13069216757741348,0
13237,-117.69,34.13,8.0,2915.0,371.0,1271.0,354.0,7.9627,345400.0,INLAND,0.12727272727272726,0
13238,-117.67,34.13,10.0,2846.0,362.0,1221.0,355.0,7.7234,304100.0,INLAND,0.12719606465214336,0
13239,-117.66,34.13,17.0,3229.0,405.0,1289.0,407.0,6.3842,307100.0,INLAND,0.12542582842985445,0
13240,-117.67,34.12,15.0,3162.0,495.0,1145.0,473.0,5.3525,191700.0,INLAND,0.15654648956356737,0
13241,-117.66,34.13,19.0,3995.0,554.0,1523.0,509.0,6.075,254100.0,INLAND,0.13867334167709636,0
13242,-117.66,34.12,22.0,2272.0,278.0,933.0,305.0,8.8204,390500.0,INLAND,0.12235915492957747,0
13243,-117.65,34.14,9.0,3877.0,490.0,1815.0,490.0,8.4839,406700.0,INLAND,0.1263863812225948,0
